Country Name,PPP_for_ER,RER,Forex rate,PPP,con_RER,Final_diff,diff_in_ave_RER
Australia,1.402633,87.24123564,1.327973441,1.050189428,1.3946236684029816,-0.008009331597018443,0.9553328924219723
Brazil,1.098672,81.73135489,2.175326667,0.505066681,1.0986850197924822,1.301979248213847e-05,1.0235716591489508
Bulgaria,0.618318,86.63796012,1.559266667,0.39653324,0.6183010634895111,-1.693651048895184e-05,0.9602593481895394
Cameroon,230.180076,101.5144474,522.4256249,0.440598769,230.18008722499576,1.1224995745351407e-05,1.0143824302877142
Canada,1.205365,95.53417466,1.134344726,1.062557299,1.205306268193455,-5.873180654503152e-05,1.0649416825800997
Chile,318.574722,100.1402759,530.275,0.600772659,318.57472175122496,-2.487750521140697e-07,1.0359750916296755
China,2.864732,86.25660742,7.973438333,0.359286149,2.8647459529525494,1.3952952549356468e-05,0.8672561227822929
Czechia,14.415484,87.61246444,22.59558333,0.638029085,14.416639357081154,0.001155357081154662,0.9910984691923408
Denmark,8.287644,99.73187416,5.946778333,1.393743694,8.288284801234584,0.0006408012345833214,1.0119305336071491
Georgia,0.605766,93.86837783,1.780433333,0.340241522,0.6057773470394529,1.1347039452824781e-05,0.9773513984504532
"Hong Kong SAR, China",5.252349,109.6218631,7.767833333,0.676169398,5.252371188538943,2.218853894309092e-05,0.939742613455908
Hungary,131.499035,91.62394266,210.39,0.625075693,131.50967505026998,0.010640050269984158,0.9842116162190251
Iceland,101.639332,145.7435784,70.18,1.448383528,101.64755599504001,0.008223995040012255,1.1872723284476403
Israel,3.805817,87.14794078,4.455808333,0.854126532,3.8058241187219912,7.1187219914392585e-06,0.8870464697082573
Japan,124.448861,90.04645863,116.2993117,1.070074033,124.4488735059431,1.2505943104201833e-05,0.9371699589810574
Mexico,7.155423,109.9010851,10.89924167,0.65650901,7.1554503585224465,2.735852244661885e-05,1.037328761729665
Morocco,3.67482,104.5287292,8.795583333,0.417802113,3.674813301594982,-6.698405017768749e-06,1.0106806040370186
New Zealand,1.482148,98.08136641,1.542055757,0.96073147,1.4815014942445728,-0.0006465057554272402,1.0015988036104913
North Macedonia,18.888338,99.89344714,48.80176667,0.387039364,18.8882047340332,-0.0001332659668022984,0.9813423476200279
Norway,8.780685,98.73590139,6.413333333,1.369247657,8.78144163977025,0.0007566397702500893,1.0218229946058968
Poland,1.850572,99.12716563,3.103158333,0.596391467,1.8506971505511447,0.00012515055114459273,1.0200193773757382
Romania,1.39965,104.3709508,2.808983333,0.498270094,1.3996323893783433,-1.7610621656727332e-05,1.0898132252813584
Russian Federation,12.618288,88.93433388,27.19095833,0.464061197,12.61826867019692,-1.932980307906007e-05,1.0339766465564473
Saudi Arabia,1.18541,99.76085767,3.75,0.31653145,1.1869929375,0.0015829374999998258,0.9386602891365542
Singapore,0.837662,91.82436359,1.588933333,0.527195981,0.8376792672345346,1.7267234534545928e-05,0.9212682781784238
South Africa,3.658372,98.52276722,6.771549167,0.540260216,3.6583986156180397,2.661561803973811e-05,1.0824299110728555
Sweden,9.11205,106.3864022,7.378249167,1.235096365,9.112848726225977,0.0007987262259767647,1.0166638678769921
Switzerland,1.598951,92.89630517,1.253843333,1.275386824,1.5991352662684444,0.00018426626844436633,0.9407415566715127
United Kingdom,0.696532,126.1775097,0.543486667,1.281672493,0.6965719114061509,3.991140615089428e-05,1.0875714444349291
United States,1.0,109.9259012,1.0,1.0,1.0,0.0,1.0155833159351542
Zambia,1.593633,105.622194,3.601666667,0.442295032,1.5929992737340983,-0.0006337262659017462,1.2052887254702527
