Country Name,PPP_for_ER,RER,Forex rate,PPP,con_RER,Final_diff,diff_in_ave_RER
Australia,1.477553,93.78250773,1.304758077,1.114377404,1.4539929186952922,-0.02356008130470766,1.026962923106609
Brazil,2.181557,79.76482703,3.191389446,0.683573648,2.181549725790919,-7.27420908130938e-06,0.9989436300757522
Bulgaria,0.676282,98.53115737,1.735458333,0.389674176,0.6762632958941086,-1.870410589144278e-05,1.092078631830986
Cameroon,232.801392,96.1947631,580.6567496,0.400927763,232.80141168797914,1.9687979147420265e-05,0.9612255208348692
Canada,1.212304,82.92698611,1.297935846,0.934024592,1.2123039990023248,-9.97675275726806e-10,0.9244064172174841
Chile,397.689401,95.82436399,648.8337926,0.612929538,397.6893967371059,-4.262894094608782e-06,0.9913259512489082
China,4.183811,120.2733165,6.758755086,0.619016865,4.1837833846385255,-2.7615361474886413e-05,1.2092728112301359
Colombia,1328.016627,77.4023118,2951.327402,0.449972655,1328.0166268521923,-1.4780766832700465e-07,
Costa Rica,340.991882,108.5401591,567.5130903,0.600852883,340.99187644699435,-5.5530056215502555e-06,
Czechia,12.424986,94.86431078,23.37633333,0.531519885,12.424986003283268,3.283266991616074e-09,1.0731335295268687
Denmark,6.871679,96.32297351,6.602893466,1.040707235,6.871679002000427,2.000426491122198e-09,0.9773420865051313
Georgia,0.804572,96.97277441,2.509541667,0.320610357,0.8045850497632452,1.3049763245231993e-05,1.009674172199699
"Hong Kong SAR, China",6.011433,122.9294853,7.79325,0.77136903,6.0114716930475,3.869304749937186e-05,1.053823320638414
Hungary,136.036522,90.76746947,274.4333333,0.495699704,136.03652208454335,8.454335898022691e-08,0.9750115006367235
Iceland,138.277175,144.1352319,106.839572,1.294250551,138.27717492960417,-7.039582783363585e-08,1.1741702397314928
Israel,3.751633,108.417032,3.599555548,1.042248953,3.751633001168342,1.168341867696654e-09,1.1035366370230735
Japan,105.101901,75.15384804,112.1661411,0.937019853,105.10190104509927,4.509927009621606e-08,0.7821732220954908
Mexico,8.913552,80.96628064,18.92651667,0.470956173,8.913559859123904,7.859123904552234e-06,0.7642204038452004
Morocco,4.02344,98.64666983,9.691997889,0.415130041,4.023439481032483,-5.189675169603447e-07,0.953807404079918
New Zealand,1.430959,107.9011616,1.407408333,1.016733357,1.4309589990808638,-9.191363226079829e-10,1.1018777401099045
North Macedonia,18.970187,98.61591657,54.66545833,0.347021863,18.97010919142547,-7.780857453099088e-05,0.9687920264066342
Norway,9.74983,85.54121872,8.271666667,1.178701995,9.7498300023679,2.367901430488928e-09,0.8852705352782763
Poland,1.742879,92.04924869,3.779333333,0.461164501,1.7428943706256117,1.5370625611632605e-05,0.9471875518678471
Romania,1.613577,95.21060268,4.052491667,0.398166916,1.6135681091650889,-8.890834911179368e-06,0.9941633490194546
Russian Federation,24.124181,91.8092815,58.34280119,0.413490285,24.12418149175144,4.917514395685885e-07,1.0674016306932155
Saudi Arabia,1.649027,114.9037283,3.75,0.439740594,1.6490272275,2.2749999994964298e-07,1.0811411343888266
Singapore,0.88598,107.0659938,1.380925,0.641595981,0.885995930062425,1.5930062425062452e-05,1.0741866309033659
South Africa,6.426701,79.64743452,13.32380142,0.482742383,6.431963648109584,0.005262648109583878,0.8750542427635305
Sweden,8.852247,93.12260637,8.548860833,1.035488491,8.852247003732174,3.73217368121459e-09,0.8899106203528596
Switzerland,1.187726,106.0975004,0.984691667,1.20619077,1.1877260000313137,3.1313618364947615e-11,1.0744273144405452
United Kingdom,0.684601,97.30208326,0.776976682,0.881079422,0.6845781658840379,-2.28341159621559e-05,0.838683276355754
United States,1.0,114.3390612,1.0,1.0,1.0,0.0,1.0563556145256194
Zambia,4.19258,94.22108601,9.5175,0.440512763,4.1925802218524995,2.2185249903827753e-07,1.075187026217387
