Country Name,PPP_for_ER,RER,Forex rate,PPP,con_RER,Final_diff,diff_in_ave_RER
Australia,1.453958,85.30065234,1.453085118,0.974621263,1.4162076529516638,-0.03775034704833624,0.9340825852320914
Brazil,2.368305,55.59018559,5.155178788,0.459401281,2.368295738991227,-9.26100877274294e-06,0.6961898352637769
Bulgaria,0.687358,105.262272,1.716333333,0.400487738,0.6873704541871707,1.2454187170662934e-05,1.1666835248621734
Cameroon,229.137013,99.43605957,575.5860045,0.398093444,229.1370148496045,1.849604501558133e-06,0.993614153928306
Canada,1.231061,80.83333454,1.341152672,0.917149125,1.230036999616212,-0.0010240003837880263,0.9010679958240158
Chile,418.445995,84.94808051,792.7272061,0.527823526,418.42006907983074,-0.025925920169243,0.8788081987909951
China,4.178659,123.6044991,6.900767269,0.605532557,4.178639249659477,-1.9750340523039256e-05,1.2427657643193848
Czechia,12.461058,100.1214403,23.21025,0.536929115,12.462258991428747,0.0012009914287478551,1.132603755058375
Denmark,6.551107,96.61440692,6.542152204,1.001465389,6.551739001876068,0.0006320018760677115,0.9802991187335554
Georgia,0.898371,87.99607976,3.109016667,0.288893153,0.8981736276591812,-0.00019737234081884658,0.9162094157773688
"Hong Kong SAR, China",6.067352,132.6341824,7.75725,0.782157472,6.067391049672,3.9049671999968893e-05,1.1370176502880802
Hungary,145.351046,85.58932303,307.9966667,0.471969569,145.36505403583564,0.01400803583564425,0.9193885736072355
Iceland,146.668369,120.0329824,135.4217116,1.083153523,146.68250401023,0.014135010229978207,0.9778258505045916
Israel,3.83848,111.4771002,3.442405852,1.115043131,3.8384309993868024,-4.9000613197680565e-05,1.1346839328694422
"Korea, Rep.",837.672834,136.984098,1180.265833,0.70967928,837.6102065720402,-0.06262742795979648,1.2167573917715657
Mexico,10.039837,77.09183308,21.48560833,0.46724839,10.03911590036309,-0.0007210996369106937,0.7276504656490095
Morocco,3.941947,100.9297492,9.496847322,0.409349966,3.8875341283678915,-0.054412871632108395,0.9758823307952431
New Zealand,1.413618,100.8572852,1.542058333,0.9167565,1.4136920001569144,7.400015691438888e-05,1.0299462567583342
North Macedonia,18.641518,99.53250156,54.144325,0.344363648,18.645337275497603,0.0038192754976016374,0.9777964575443371
Norway,9.879879,78.0842825,9.415833333,1.04938476,9.880832002350205,0.0009530023502044571,0.8080983133039367
Poland,1.746574,92.84101921,3.899741667,0.447917019,1.7467606623527308,0.0001866623527306821,0.9553348772523876
Romania,1.661226,98.54377314,4.243991667,0.391429057,1.6612216561296682,-4.343870331879884e-06,1.028967413000686
Russian Federation,24.492859,80.79882447,72.10490833,0.339683697,24.4928618333805,2.8333804991120815e-06,0.939390828337687
Saudi Arabia,1.619635,115.7596701,3.75,0.431902604,1.619634765,-2.3499999990406195e-07,1.0891947798389265
Singapore,0.840563,103.5653149,1.379741667,0.609236175,0.8405885356912038,2.5535691203892874e-05,1.0390645315326739
South Africa,6.990961,71.0246329,16.45910539,0.424747472,6.990963405784075,2.405784074177575e-06,0.7803189987778055
Sweden,8.668483,87.65450419,9.210309028,0.941262554,8.669318998824536,0.0008359988245363326,0.8376556159791388
Switzerland,1.13567,108.0944826,0.938965,1.20976629,1.13592820448985,0.0002582044898500335,1.0946503377355556
United Kingdom,0.685567,98.74430514,0.779999577,0.879017144,0.685633000495748,6.60004957480087e-05,0.8511143295359647
United States,1.0,117.9699907,1.0,1.0,1.0,0.0,1.0899010426847908
Zambia,5.226975,66.43874047,18.34409265,0.284940395,5.226973005607597,-1.994392403226186e-06,0.7581537723306069
