Country Name,PPP_for_ER,RER,Forex rate,PPP,con_RER,Final_diff,diff_in_ave_RER
Australia,1.447578,90.50263142,1.33122426,1.080320919,1.438149415958295,-0.00942858404170499,0.9910467224816151
Brazil,2.526131,53.78324492,5.39440079,0.468287731,2.5261317060537074,7.060537074998763e-07,0.6735604140084356
Bulgaria,0.719135,106.6591504,1.653775,0.434836343,0.719121473144825,-1.3526855174972319e-05,1.1821659478096453
Cameroon,227.378726,99.55196273,554.530675,0.410038121,227.37871601386166,-9.986138337580996e-06,0.9947723154721064
Canada,1.238156,84.74901365,1.253876902,0.986013857,1.236340000344231,-0.0018159996557689517,0.9447169823221753
Chile,435.156175,87.84377686,758.9553787,0.573279053,435.0932207703924,-0.06295422960761243,0.9087648697164741
China,4.187342,127.2818475,6.44897518,0.649300917,4.18732549808424,-1.6501915760080976e-05,1.2797391975541843
Czechia,12.742986,104.7267889,21.67816667,0.587974583,12.746211007997749,0.003225007997748719,1.1847008393800118
Denmark,6.589808,95.88612802,6.287113083,1.0484106,6.59147599961588,0.0016679996158801558,0.9729096290433336
Georgia,0.950974,87.4826822,3.221558333,0.295251112,0.9511686801911162,0.00019468019111623658,0.9108639540273449
"Hong Kong SAR, China",5.874937,125.8787808,7.77325,0.755793923,5.87497511195975,3.8111959749898006e-05,1.0791064036169933
Hungary,154.748155,85.99738812,303.1408333,0.510611877,154.7873098866571,0.03915488665711564,0.923771951904345
Iceland,149.679879,124.8496725,126.9888602,1.178983344,149.7177510493445,0.03787204934451438,1.0170640998547098
Israel,3.824142,114.2999893,3.230198323,1.183646209,3.8234119993371074,-0.0007300006628927491,1.1634170708887812
Mexico,10.40177,81.63599659,20.27240833,0.512935864,10.398445282109348,-0.0033247178906528063,0.7705416846268414
Morocco,3.859583,101.6224439,8.988484024,0.428715338,3.85350096645676,-0.006082033543240328,0.9825799449647382
New Zealand,1.45911,107.5835235,1.4138,1.038550714,1.4683029994532,0.009192999453200068,1.0986340460976167
North Macedonia,19.021869,100.3123432,52.10215833,0.36503652,19.01919056127221,-0.002678438727787835,0.9854575369011932
Norway,9.512157,83.04165414,8.59,1.10763248,9.5145630032,0.0024060031999990628,0.8594024110358301
Poland,1.822844,92.48940261,3.861916667,0.472126414,1.823312867157542,0.00046886715754212993,0.9517167394480074
Romania,1.712335,99.47317086,4.160416667,0.411577852,1.7123353552288594,3.5522885943883864e-07,1.0386719324961846
Russian Federation,27.245891,79.40710635,73.65435,0.369915823,27.245909497780048,1.849778004725522e-05,0.9232103053395488
Saudi Arabia,1.784958,113.526016,3.75,0.475988908,1.784958405,4.049999999811149e-07,1.0681780960181784
Singapore,0.839572,103.3267132,1.343483333,0.624913786,0.8395612560529288,-1.0743947071234494e-05,1.0366706551284666
South Africa,7.129474,77.61826138,14.77867821,0.482415515,7.1294636596964285,-1.0340303571609866e-05,0.8527605358015954
Sweden,8.721548,90.20018778,8.576566716,1.017161562,8.72375399744377,0.002205997443770258,0.8619830156418786
Switzerland,1.106428,105.4145416,0.913845833,1.211044532,1.1067079991456352,0.00027999914563525685,1.067511132753031
United Kingdom,0.676658,102.5491067,0.727064945,0.93160316,0.6773360002872262,0.0006780002872261992,0.8839093461616373
United States,1.0,115.5810295,1.0,1.0,1.0,0.0,1.0678299101250295
Zambia,6.402819,69.76426944,20.01848659,0.319845092,6.402814685079315,-4.3149206847559185e-06,0.7961024498004738
