Country Name,PPP_for_ER,RER,Forex rate,PPP,con_RER,Final_diff,diff_in_ave_RER
Australia,1.479073,90.37390416,1.192178333,1.324147717,1.5786202178988158,0.09954721789881571,0.9896370979534066
Brazil,1.215291,90.37486361,1.833766667,0.66271743,1.2152691327739058,-2.1867226094096637e-05,1.1318195962265398
Bulgaria,0.677681,99.65979391,1.337116667,0.506827126,0.6776869974623091,5.997462309115242e-06,1.104587972848967
Cameroon,231.902368,105.0350404,446.0000414,0.519960466,231.9023893623633,2.1362363298749187e-05,1.049561932071555
Canada,1.23439,95.98554268,1.067086918,1.1568791,1.2344905533176138,0.00010055331761371633,1.0699731869647071
Chile,340.400833,98.26258342,522.4610358,0.651533479,340.40085629671756,2.329671758616314e-05,1.0165499140821035
China,3.178837,97.00949778,6.948655,0.457472251,3.1788168442724047,-2.0155727595394524e-05,0.9753696955421048
Czechia,13.916713,103.5041679,17.07166667,0.815191984,13.916685822903974,-2.7177096026065328e-05,1.1708701840132487
Denmark,7.944128,101.7434109,5.098130833,1.558252682,7.9441760437091435,4.8043709143463786e-05,1.0323406127701356
Georgia,0.694286,107.6031302,1.490791667,0.465713696,0.6942820972045713,-3.902795428611938e-06,1.1203567400416445
"Hong Kong SAR, China",5.24165,101.5689502,7.786833333,0.673145582,5.241672455879284,2.2455879284066782e-05,0.8707083423664324
Hungary,131.005355,104.8914087,172.1133333,0.76115765,131.00538030829475,2.530829473812446e-05,1.1267288864353406
Iceland,114.527003,120.2373937,87.94791667,1.302214186,114.52702471681988,2.171681988727414e-05,0.9794910482633974
Israel,3.867205,98.33554878,3.588021194,1.077816332,3.8672278424553403,2.2842455340565948e-05,1.0009209696913635
Japan,116.845814,88.61933537,103.359494,1.130479675,116.84580718528444,-6.814715561631601e-06,0.9223169923304675
Mexico,7.469532,106.0739822,11.12971667,0.671135071,7.469543187530334,1.1187530334133555e-05,1.0012056978977044
Morocco,3.801775,103.3450507,7.750325,0.490532621,3.801787235851825,1.2235851825082023e-05,0.999235703572605
New Zealand,1.490709,97.4883426,1.42272681,1.047802769,1.490737091048537,2.8091048536849073e-05,0.9955428934988233
North Macedonia,19.263906,103.8810377,41.86768333,0.460112207,19.26383217894341,-7.382105658848559e-05,1.0205160030852711
Norway,8.859281,99.05206001,5.64,1.570794504,8.85928100256,2.5600002118153498e-09,1.0250949366584923
Poland,1.842243,111.8281281,2.409241667,0.764670015,1.842274861643515,3.1861643514874416e-05,1.150712389209431
Romania,1.566239,106.4110819,2.518858333,0.621792633,1.5662075550300607,-3.1444969939231626e-05,1.1111157221643109
Russian Federation,14.341196,99.06575842,24.852875,0.577043162,14.341181574790753,-1.442520924754831e-05,1.1517675593983179
Saudi Arabia,1.445263,94.30739174,3.75,0.385403437,1.44526288875,-1.1124999987899287e-07,0.8873480608116617
Singapore,0.835911,97.0123335,1.414860833,0.590791549,0.8358878231475003,-2.3176852499640077e-05,0.9733188660547297
South Africa,4.080267,80.37554888,8.261223333,0.493907246,4.080278064992971,1.1064992970766241e-05,0.8830537416020656
Sweden,8.778986,105.1963877,6.591099167,1.331945502,8.778984888721597,-1.1112784026323652e-06,1.0052916932439477
Switzerland,1.493049,92.52413315,1.08309,1.378495984,1.4930352153105602,-1.3784689439910736e-05,0.9369726480501883
United Kingdom,0.701691,111.7653564,0.54396625,1.289873162,0.7016474669087824,-4.353309121751803e-05,0.963347670965586
United States,1.0,100.4419311,1.0,1.0,1.0,0.0,0.9279628216090375
Zambia,1.902978,112.5897334,3.745,0.508043288,1.9026221135599999,-0.0003558864400001749,1.2847975518357586
