Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2023-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Denmark,DNK,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,98.51057141,91.87951674,87.55847601,85.87806202,86.62066024,85.09389343,86.19296991,91.6941998,95.88033149,95.91050909,94.31865397,98.50122753,94.64839507,95.56400002,95.61741445,95.54499841,99.64968971,98.6729219,95.51380078,97.13550957,96.7324717,92.75058742,93.71465424,95.56337496,100.4966365,101.4000995,100.1385619,99.73187416,100.4032172,101.7434109,104.4623981,100,99.23230391,96.67298314,97.70521113,98.45374138,94.42771225,95.82407271,96.32297351,97.34082934,95.55011246,96.61440692,95.88612802
Dominican Republic,DOM,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,143.6622333,146.0548153,147.8641533,141.2423492,98.48471747,113.5307819,104.001582,85.03889169,71.2527935,85.90207285,84.55203188,85.29939183,85.963876,89.70195787,93.98774165,98.83669689,102.609599,102.5041534,102.6448937,98.99722398,103.4894828,108.2516348,105.6541151,79.92366081,79.96346956,106.8550161,100.5171041,100.6749196,99.76493869,99.57812487,100,96.42317622,96.33185123,93.58233851,91.69290108,94.25818879,93.69192168,90.7934487,87.79166198,86.9687186,81.37670684,81.63105811
Algeria,DZA,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,314.2364859,349.082201,365.1646042,382.9931025,417.2370673,449.4853055,415.0336384,367.1666654,303.8084779,260.5948659,220.5571943,131.5467716,134.9051023,161.8244119,139.7285685,117.1336742,119.6476154,129.1661655,135.5472905,125.3145492,119.4129783,123.2042161,114.2317625,103.0839831,103.5222057,101.7446253,101.3184307,99.92143866,102.2425528,100.2754513,100,99.12350871,103.9098428,101.7995939,102.9258928,96.57433569,95.58107753,97.799284,93.51292206,95.44465742,91.19400089,86.76882698
East Asia & Pacific (excluding high income),EAP,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euro area,EMU,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,94.08269273,88.76197627,88.58811299,77.71236062,80.04604806,81.55336019,86.7682802,90.30690527,94.57401064,100.3299848,107.2735681,107.8791549,107.3197883,95.52465872,91.11426655,92.75545316,94.64818408,90.47819147,90.96857593,90.36653506,88.44405534,90.09510716,92.1675935,96.74961386,98.69504221,99.12782765,100.4610266,102.0215529,103.9162269,103.7851275,100,100.3983648,97.97145815,99.75834164,99.2515358,93.87152389,94.67091873,95.96955457,97.85999791,95.9400977,96.30235599,97.20435334
Estonia,EST,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,112.5834695,116.5930508,119.8286179,123.2844671,119.6254012,123.6127729,124.5196105,123.7139618,126.817003,131.24331,138.3581723,142.1491461,135.2826823,117.37712,99.86564777,106.3447874,115.8145483,110.6482587,105.7373532,106.3165027,105.3673971,99.98398468,100.6307877,102.0809192,107.0605017,107.0130271,103.8324692,102.4755531,103.9526613,105.6847104,106.7040294,100,99.81013512,96.99551736,99.02602245,100.558113,96.10458969,97.37532882,96.77322408,98.62069331,96.98056891,98.17782534,97.72798494
Fiji,FJI,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,170.0234892,174.8419562,175.5431245,174.6941687,177.1190254,179.5865996,161.5165162,137.2397657,117.1259814,117.2710544,118.3017453,121.6646916,121.9227241,126.1785174,126.5126655,124.1832809,124.6040933,128.4937989,109.4097472,109.5477538,106.1456726,107.5070691,107.7360101,115.207323,117.4077141,116.8790668,114.7039893,117.0464218,119.6902485,104.8796313,100,103.8087801,105.8602545,105.6656954,103.8724523,105.6279016,110.1574518,112.2524579,113.3491381,113.9671842,108.2830761,103.5365469
France,FRA,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,118.9250079,113.634,108.4897819,104.4721245,102.7554777,105.3296103,109.1034245,110.3989981,108.4305399,106.2752761,109.9339832,105.8150305,107.302242,108.3867587,108.1448487,111.1129687,110.595414,105.217737,105.5901233,102.506342,97.06920598,96.75824617,98.36316807,103.7458329,105.5384431,104.0264244,103.3543398,103.8753847,104.4896789,104.5371468,100,99.21323766,96.01451311,97.33342042,97.34545805,92.04495691,93.01628992,93.49818029,95.57135088,93.89676318,94.87875945,94.34650572
Faroe Islands,FRO,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,223.6591677,199.1997545,200.9999917,197.8287118,189.8639688,195.8327903,213.2526098,209.4709073,181.2623719,214.2021,215.2755647,167.645779,151.329028,146.7029882,99.02239769,109.4646193,108.1717678,106.3575996,107.1503902,102.1481871,96.32031765,96.44454604,96.35046731,101.0245867,101.0045327,101.8476939,97.99146979,102.3562732,105.840046,106.5786298,100,98.16360811,94.79571652,95.68434035,99.03560086,92.55905947,93.61907647,95.57678928,100.8918554,100.2369347,102.5486629,101.7226305
United Kingdom,GBR,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,119.2354704,139.4111902,143.8076863,138.6736331,127.359902,121.7970592,124.1056502,115.5396231,115.3742932,118.8834009,117.1248587,119.5580366,123.6522049,120.1971867,108.6000082,108.6862981,104.0557628,106.447336,123.3188988,129.2490818,129.1048122,130.4161149,127.2600881,128.1606967,122.9323294,127.7656841,125.4283688,126.1775097,128.2694921,111.7653564,100.3064287,100,99.8293106,103.3987568,102.0769114,108.7331183,113.762624,102.5089523,97.30208326,99.03689285,98.59785696,98.74430514,102.5491067
Georgia,GEO,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.89910579,71.22585866,89.92551464,93.81283644,91.50364078,78.27296106,85.13710411,85.13142844,82.55441704,77.98621062,83.25977674,88.76234449,93.86837783,97.21018088,107.6031302,104.539373,100,108.423213,110.3259788,107.1808026,106.3693077,98.34646299,99.19690119,96.97277441,97.57555766,92.5593512,87.99607976,87.4826822
Ghana,GHA,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,664.8560828,1482.412425,1851.392133,3053.735787,483.647188,351.6050314,222.8708438,165.3095737,151.8604519,142.0758271,141.6610885,143.9856296,126.9422573,110.7561124,89.68069319,103.9117821,112.6485081,120.2328933,128.4233764,117.8370647,86.01087897,93.33935074,88.55420568,91.02314039,94.17445931,103.5710989,110.0500567,109.4103207,104.345251,94.75426473,100,94.61931492,88.23025955,88.478525,69.44765055,68.18399478,78.25423127,77.69266538,76.64144352,73.4902381,74.6122771,74.27571281
Gibraltar,GIB,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,269.4912045,258.1682146,259.4119626,261.4481592,248.4345364,266.4740434,191.5143118,201.9230453,221.9890108,214.5870417,205.2223131,197.1136652,198.7901868,212.3839237,201.1512662,195.0879569,191.5976627,197.6525217,196.5777112,192.0194384,183.5539653,158.5143324,131.5711248,95.23877178,93.80865784,99.70087704,99.21484203,107.5631159,113.7501769,102.8053078,100,92.48484688,89.00341851,81.48509444,73.59093977,72.75824093,88.16290976,89.6589402,88.89284109,93.39352283,94.50025968,94.57910207
Guinea-Bissau,GNB,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,125.3890908,105.5432478,91.29780356,87.46607791,85.65054743,85.82049941,78.95442747,75.60248661,79.45517296,57.10649491,68.04262461,68.03178349,62.85377848,66.87289994,63.83520744,59.33600971,62.40510249,68.26962505,79.91472772,85.31354923,89.67273084,91.10858438,94.25844738,96.90836298,100.5361903,100,102.3037948,99.43367124,102.6890582,106.7551703,99.91834922,101.7485766,101.9455049,104.3564192,102.0373225,108.1524077,105.0466446
Greece,GRC,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,83.95207764,87.13971657,90.41970633,83.58902728,81.04273934,78.41007012,73.46631303,75.17178945,77.31509773,78.22137792,82.64365278,83.53412669,85.96535514,86.52316874,87.5935733,90.44008478,94.4162718,94.10682591,91.43824643,91.41180325,85.14460322,86.15995671,88.80222192,94.6978257,96.29029187,96.08669479,96.64175933,97.89095939,99.46143602,100.7706923,100,100.7255523,97.49123199,96.49953264,94.85299139,89.31176632,89.52400912,89.94092065,90.49582215,88.67548299,87.58674097,86.00848745
Grenada,GRD,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,92.18446472,95.89832825,110.8922224,117.7089849,124.0828297,132.3601297,132.4884333,123.3872642,110.9439287,109.1403952,114.6467924,106.5649743,105.3302725,104.3051427,109.9268393,109.9279185,106.3200934,106.8143393,107.8479434,108.5031456,109.3181781,111.8675322,112.4773555,110.5854912,106.1330194,102.2741446,101.154677,101.3929184,98.69857557,98.97596358,100.6338654,100,97.06004994,97.71051274,96.48469793,93.61049761,96.40966129,98.67220562,97.78898277,95.60274293,96.35251787,94.50704156,90.05364488
Greenland,GRL,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,826.8138413,896.6001056,1014.64185,1186.111085,1221.116081,1258.11337,1190.506513,614.8021967,271.0479349,218.1485193,154.1136398,130.6723018,143.2701268,155.7708597,88.0853146,89.71406796,96.19982184,98.76775344,99.8678395,89.91718254,94.21888058,94.46453466,95.49873441,92.28225154,88.14792738,89.95060826,92.31171433,94.87572818,94.43847618,100.1185668,100,97.75676892,99.26616999,99.18976892,98.489402,103.7055631,106.2986493,106.7433767,104.9655232,106.86267,107.3049894,107.3334693
High income,HIC,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.92662832,93.38708778,91.7774834,100.8345735,106.052569,108.6922327,121.3002505,135.6547821,153.3987541,147.962788,146.6891189,151.8981175,145.6446651,129.1495487,116.1026989,112.0293632,109.6218631,106.1257471,101.5689502,102.230376,100,97.9650511,104.3680029,109.4452524,112.4390483,121.1373027,122.3608026,122.9294853,121.4389496,127.2642571,132.6341824,125.8787808
Honduras,HND,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.47854677,94.52895252,90.0047115,89.62879559,93.0209746,93.95178859,94.54596947,95.67041362,96.81206632,98.29507482,98.79501655,102.2890952,102.9359871,100,97.50172652,95.41737654,96.81362787,95.81191203,92.62808147,92.94842487,93.59664827,95.26739118,94.07063965,92.78820556,92.71570456
Haiti,HTI,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.72171231,63.96973123,69.22671777,69.05323287,66.28653779,67.94905436,71.37571493,70.92886912,72.48298004,72.97954839,78.70313989,86.86296108,89.12544517,94.87536283,96.21453734,91.62394266,101.9994785,104.8914087,98.98989334,100,99.75236529,97.0314772,96.00883791,92.12708927,88.31439071,88.98608148,90.76746947,90.28778935,89.08170502,85.58932303,85.99738812
IBRD only,IBD,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA only,IDX,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,82.64948052,88.01255972,87.4083852,94.332266,95.67123163,95.73274872,97.10877968,104.6558155,102.8929486,101.1411851,99.59353736,104.5542904,100.8149853,103.311331,96.48834109,95.84877205,96.6718284,99.02939418,91.66669178,88.89138814,85.55495731,82.00134214,84.88662355,89.65499263,99.02660363,101.8819627,101.537235,103.4602281,109.0610459,113.2021075,107.7370353,100,100.2330777,95.63994828,97.43162375,96.53912855,88.3962551,89.48667522,89.85081955,90.71082863,88.0596413,88.05812777,88.2106749
"Iran, Islamic Rep.",IRN,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,207.6933001,227.3867412,270.951466,317.1460706,375.4780781,423.0944266,251.1963335,166.214734,184.5536176,216.8251233,217.2049945,146.540065,131.3097763,72.22308509,54.47746308,67.1959159,90.43142172,117.3237812,146.047255,180.8141965,219.4901619,260.5534229,296.3054931,112.3611252,70.53666361,70.30290682,72.15719659,73.84483534,77.50564748,87.47032797,99.00182872,100,114.117199,126.7452777,123.4518595,91.78079224,97.79792986,100.2571949,99.29005044,92.84967245,128.7310355,167.2418399,229.809996
Iraq,IRQ,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,139.4180491,146.5777122,152.8550418,140.183163,129.6887325,138.3134603,137.0646058,136.7247297,147.8375328,155.5237778,142.2106514,140.9774752,143.936617,144.292658,133.4482173,125.4508535,125.1496457,125.3834789,127.6058262,131.936448,133.4692686,137.2355427,120.2233263,127.690437,135.9462186,140.0646201,156.9783048,145.7435784,153.633916,120.2373937,96.67957986,100,100.9195432,99.82583794,104.0219242,111.1149447,113.7643436,128.543558,144.1352319,140.4314849,130.6143713,120.0329824,124.8496725
Israel,ISR,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,94.08626118,96.07319818,97.80467944,102.3634061,111.4810284,104.6726769,102.3143082,99.752403,96.71590508,106.7193499,108.0599791,105.7118045,107.2844973,104.5432185,103.2068168,104.2816813,105.0888581,110.2355131,115.3190608,112.2188564,106.7674858,112.5414772,111.4459399,100.7873319,95.73083369,89.86588267,87.56275226,87.14794078,88.18994741,98.33554878,95.80391845,100,101.1591077,95.98578146,102.3513485,103.1907792,101.8224989,103.511637,108.417032,106.2803735,109.1455396,111.4771002,114.2999893
Italy,ITA,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,97.44594632,93.89279241,95.00739809,100.2163283,101.0745328,100.675983,107.7918145,110.9442094,110.0663039,112.7584454,118.3664059,118.3247987,116.495581,98.11606584,95.70434208,89.28034794,99.25052394,98.7550698,99.22799852,97.96419696,93.16800333,94.43898963,96.73738277,102.8625463,104.6320277,102.8285882,102.4411184,103.0805788,103.932943,105.066057,100,99.8666068,97.75491043,99.51150411,99.34851585,93.83115089,94.6546973,95.43196864,96.92137824,94.58385209,95.04466834,94.85780178
Jamaica,JAM,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,73.82444693,78.91148105,71.55583721,77.48918056,80.89016156,82.9100248,106.2854537,111.9547099,118.6928719,108.7845414,97.32117779,103.8994345,106.9857393,125.2361555,133.1457051,135.3300755,113.6951611,106.9731267,107.0024854,118.8916554,125.5032971,111.7625062,104.1390055,105.0353693,106.0726615,99.45909943,90.04645863,82.47692844,88.61933537,99.54263724,100,101.1298016,99.88898655,79.64429857,74.58876432,69.42495307,78.92325244,75.15384804,74.48282141,76.62146828,77.29081053,70.67062547
Kazakhstan,KAZ,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,102.1770872,101.7044049,105.0707213,107.9237493,109.0923515,111.1706713,110.7693243,106.8936635,100.3319285,95.09014018,97.94340732,94.19929905,93.71122094,92.36750915,94.84585633,94.4352219,92.43827553,92.53400672,99.69903369,102.7584383,104.7934762,106.4447665,107.6777916,107.153961,102.857022,98.48118251,96.02069483,100.0879663,98.68222617,97.47302931,101.7096922,100,100.3832759,101.043838,100.3993947,99.83004004,103.3669029,103.6855439,102.2159417,98.4463512,98.1854523,95.91281948,91.37761755
"Korea, Rep.",KOR,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.7683799,140.8266733,131.4871401,131.4084103,136.2948104,152.7581032,164.4346759,146.648591,97.8944541,99.28867345,104.7318741,98.46979611,104.4455458,103.1074379,107.2415961,127.0166083,136.1020005,137.1450836,108.1420139,91.61405519,100,97.49130219,105.1269795,119.0269394,134.5238039,142.0538734,139.0554482,143.0766679,152.9929916,147.6229196,136.984098,138.9746417
Kuwait,KWT,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,98.61686311,100.2572711,110.0370682,112.8737918,114.6713165,119.2708253,116.2525278,109.2719384,107.2135819,101.6524056,104.0822531,99.28219612,100.6294421,101.229951,105.0314218,104.7527377,103.7537375,103.1112102,102.3821686,104.9713973,105.9408088,111.6108323,116.7751108,113.4324437,108.156163,102.9566112,101.6456511,101.3770826,97.92511778,97.36263964,99.90111844,100,97.38904195,100.1862839,100.5629437,102.8470775,106.3194479,104.1543189,102.2076772,101.6557986,102.5284886,99.40099965,95.35661715
Latin America & Caribbean,LCN,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
