Country Name,PPP_for_ER,RER,Forex rate,PPP,con_RER,Final_diff,diff_in_ave_RER
Australia,1.452489,98.34144544,1.109363293,1.333415037,1.4792416963820367,0.02675269638203681,1.0768854524806541
Brazil,1.813201,84.61974422,2.352951963,0.77059119,1.813164053181006,-3.694681899402141e-05,1.0597447222623086
Bulgaria,0.661232,100.1692768,1.474183333,0.448533035,0.6612199244969057,-1.2075503094344242e-05,1.1102348706658995
Cameroon,239.119339,99.68302128,493.7573299,0.484285172,239.11935343688225,1.4436882253221484e-05,0.9960819171481629
Canada,1.230358,91.51781557,1.104747132,1.113701013,1.2303580000172447,1.7244650152292706e-11,1.0201703929094375
Chile,367.213907,91.88495995,570.3482161,0.643841616,367.21391713654117,1.0136541163774382e-05,0.9505718747834038
China,3.75885,118.3618397,6.143434094,0.61185172,3.7588707171205415,2.071712054174668e-05,1.1900541101017172
Czechia,12.70321,90.87809822,20.7575,0.611981693,12.703209992447501,-7.552499070584417e-09,1.0280402977436573
Denmark,7.328674,98.45374138,5.612466667,1.30578486,7.328674001023261,1.0232605873738976e-09,0.9989619456107859
Georgia,0.722902,106.3693077,1.765666667,0.409413763,0.7228882343401379,-1.3765659862108315e-05,1.1075102610282483
"Hong Kong SAR, China",5.70645,112.4390483,7.754083333,0.73592686,5.706438199433024,-1.1800566976027937e-05,0.9638931698100018
Hungary,129.414974,92.12708927,232.6016667,0.556380252,129.414973934166,-6.583400136150885e-08,0.9896163469460233
Iceland,138.547869,111.1149447,116.7673525,1.186529163,138.54786902755097,2.755098194029415e-08,0.9051767533608176
Israel,3.940387,103.1907792,3.577925,1.101305086,3.94038699982655,-1.7344969904797836e-10,1.0503405539653448
Japan,103.052076,74.58876432,105.944781,0.972696106,103.05207592972279,-7.027720982932806e-08,0.776292041483277
Mexico,8.045318,101.1433409,13.29245,0.605252436,8.0452877429082,-3.0257091799157365e-05,0.95466661204966
Morocco,4.033863,97.0817935,8.406336688,0.479861841,4.033880199169523,1.719916952236389e-05,0.9386767297997257
New Zealand,1.44073,112.9645455,1.205433333,1.195196748,1.4407299995324012,-4.675988485303151e-10,1.1535845978147696
North Macedonia,18.995965,101.738594,46.43713083,0.409065644,18.995834828486206,-0.0001301715137955739,0.9994688694604287
Norway,9.278458,93.19068066,6.301666667,1.472381592,9.278457999410794,-5.892069054880267e-10,0.9644352159730967
Poland,1.767142,96.86726971,3.154541667,0.560197179,1.7671653428913574,2.3342891357414075e-05,0.9967650291392873
Romania,1.628374,101.8416071,3.349175,0.486194247,1.628349617196225,-2.4382803774924966e-05,1.0634025028110397
Russian Federation,20.998875,97.73571348,38.37820714,0.547156328,20.998878893945783,3.893945780930608e-06,1.1363040668771258
Saudi Arabia,1.646281,103.8008171,3.75,0.439008141,1.64628052875,-4.7125000013359397e-07,0.9766726877388983
Singapore,0.863951,111.3370197,1.26705,0.681833154,0.8639166977757,-3.4302224300009065e-05,1.1170375750658252
South Africa,5.571891,77.09572715,10.85265557,0.513803558,5.576133045614518,0.00424204561451802,0.8470196629447821
Sweden,8.727131,100.7841247,6.860785,1.27203097,8.72713099851145,-1.4885497279237825e-09,0.9631266394879467
Switzerland,1.281761,104.2554911,0.916151047,1.399071697,1.2817610000346167,3.461675390781238e-11,1.055773669463877
United Kingdom,0.698444,108.7331183,0.607729627,1.14926765,0.6984440002576666,2.5766666578164177e-10,0.9372116695646358
United States,1.0,99.19675526,1.0,1.0,1.0,0.0,0.9164588921919955
Zambia,3.064822,98.4314377,6.154166667,0.497940243,3.0644072456284803,-0.00041475437151961003,1.123232699480164
