Country Name,PPP_for_ER,RER,Forex rate,PPP,con_RER,Final_diff,diff_in_ave_RER
Brazil,0.757989,76.57292818,1.829423122,0.414332171,0.7579888538158579,-1.4618414212463904e-07,0.95896953193279
Bulgaria,0.53596,69.25521655,2.123275,0.252418688,0.5359542897632,-5.710236799960633e-06,0.7675962016062804
Cameroon,238.69688,93.68841791,710.207977,0.336094327,238.6968720598465,-7.940153494701008e-06,0.9361808834449392
Canada,1.227599,75.62547501,1.485394095,0.826610329,1.227842101562607,0.00024310156260698434,0.8430147734011803
Chile,290.425639,106.504994,539.5875,0.538333684,290.47812671535,0.05248771535002561,1.1018196217908367
China,2.722458,92.75274915,8.278504167,0.328862778,2.722491878044196,3.387804419574536e-05,0.9325707561572403
Czechia,14.329657,67.03127306,38.59841667,0.371298675,14.331540966668912,0.0018839666689132173,0.7582778608319649
Denmark,8.669627,92.75058742,8.083144167,1.072622014,8.670158375859893,0.0005313758598930463,0.9410948326281522
Georgia,0.477975,85.13710411,1.976166667,0.241828874,0.47789415991694295,-8.084008305703216e-05,0.886441948668011
"Hong Kong SAR, China",7.11084,146.6891189,7.791166667,0.912675878,7.110809878448559,-3.0121551440664973e-05,1.2575047719712624
Hungary,110.065369,72.97954839,282.1791667,0.390076661,110.07150715009838,0.006138150098379924,0.7839361327027231
Iceland,84.717215,137.2355427,78.61594667,1.077668019,84.72189150966855,0.00467650966855615,1.1179632345791544
Israel,3.433306,112.5414772,4.077333333,0.84205381,3.433334067692649,2.8067692649180742e-05,1.145517830398612
Japan,154.691385,125.5032971,107.7654983,1.435444414,154.6913825566615,-2.4433385021893628e-06,1.3061915103012025
Mexico,6.103205,115.5380979,9.455558333,0.645459305,6.10317811000514,-2.688999486011312e-05,1.0905351108968058
Morocco,3.967548,114.8515291,10.62563617,0.373381182,3.9674125926565527,-0.0001354073434471914,1.1104909979654016
New Zealand,1.444744,77.01241001,2.201149167,0.634451324,1.3965220033246473,-0.04822199667535276,0.7864443630070816
North Macedonia,19.943667,105.445935,65.90386667,0.302617745,19.943679518456058,1.2518456056653804e-05,1.0358893837637253
Norway,9.084805,89.43709132,8.801841667,1.032210684,9.08535500755377,0.0005500075537714366,0.9255891240660648
Poland,1.832812,91.66155647,4.346075,0.42173788,1.832904456821,9.245682099989772e-05,0.9431981956268557
Romania,0.616099,81.77306164,2.170872083,0.283799329,0.6160920405002323,-6.959499767700272e-06,0.8538521817032226
Russian Federation,7.301404,54.05792034,28.12916667,0.259559332,7.301187710581864,-0.00021628941813567337,0.6284932348893281
Saudi Arabia,0.863324,124.8402766,3.75,0.230219655,0.86332370625,-2.9374999999109974e-07,1.1746351511619217
Singapore,0.939362,98.51573101,1.723963333,0.544873822,0.9393424902395687,-1.9509760431302148e-05,0.9884023622131095
South Africa,2.758894,100.4045619,6.939828333,0.397546585,2.758905054270393,1.105427039282958e-05,1.103104430329723
Sweden,9.162485,111.1814741,9.162244167,1.000086988,9.1630411722956,0.0005561722955995663,1.0624871708912027
Switzerland,1.788542,92.29332072,1.6888425,1.059120085,1.7886870121516125,0.00014501215161244474,0.9346352585888963
United Kingdom,0.704476,130.4161149,0.660930833,1.065993342,0.7045478675005139,7.186750051391133e-05,1.1241055779006603
United States,1.0,119.4598263,1.0,1.0,1.0,0.0,1.103665334469794
Zambia,0.654497,59.7682842,3.110844167,0.210394963,0.6545059434147308,8.943414730788746e-06,0.6820350568268052
